gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.005	0.018	0.017	0.058	0.014	0.061	0.035	0.105	0.34	0.0	0.0	0.0	0.032	0.076	0.103	0.031	0.006	0.009	0.021	0.148	0.0	0.026
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.07	0.0	0.095	0.047	0.007	0.063	0.0	0.023	0.0	0.0	0.627	0.0	0.001	0.001	0.038	0.014	0.022	0.108	0.002	0.008	0.019	0.003
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.123	0.0	0.146	0.017	0.006	0.059	0.067	0.017	0.0	0.0	0.0	0.016	0.005	0.008	0.069	0.028	0.026	0.14	0.009	0.027	0.0	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0	0.0	0.0	0.018	0.009	0.025	0.037	0.056	0.0	0.0	0.0	0.003	0.012	0.002	0.08	0.013	0.005	0.005	0.012	0.044	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.123	0.0	0.146	0.017	0.006	0.059	0.067	0.017	0.0	0.0	0.0	0.016	0.005	0.008	0.069	0.028	0.026	0.14	0.009	0.027	0.0	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.0	0.018	0.009	0.025	0.037	0.056	0.0	0.0	0.0	0.003	0.012	0.002	0.08	0.013	0.005	0.005	0.012	0.044	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.009	0.0	0.042	0.0	0.103	0.0	0.0	0.0	0.0	0.02	0.002	0.036	0.004	0.116	0.0	0.003	0.005	0.0	0.006
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.001	0.015	0.0	0.025	0.013	0.14	0.0	0.097	0.0	0.0	0.0	0.0	0.001	0.008	0.064	0.009	0.024	0.001	0.002	0.0	0.0	0.001
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.001	0.003	0.004	0.011	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.002	0.002	0.0	0.0	0.0	0.008	0.297	0.004
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.019	0.0	0.01	0.019	0.011	0.026	0.04	0.01	0.0	0.0	0.0	0.0	0.006	0.001	0.09	0.021	0.057	0.034	0.0	0.0	0.018	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.123	0.0	0.146	0.017	0.006	0.059	0.067	0.017	0.0	0.0	0.0	0.016	0.005	0.008	0.069	0.028	0.026	0.14	0.009	0.027	0.0	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.0	0.0	0.0	0.018	0.009	0.025	0.037	0.056	0.0	0.0	0.0	0.003	0.012	0.002	0.08	0.013	0.005	0.005	0.012	0.044	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.0	0.0	0.0	0.009	0.0	0.042	0.0	0.103	0.0	0.0	0.0	0.0	0.02	0.002	0.036	0.004	0.116	0.0	0.003	0.005	0.0	0.006
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.001	0.015	0.0	0.025	0.013	0.14	0.0	0.097	0.0	0.0	0.0	0.0	0.001	0.008	0.064	0.009	0.024	0.001	0.002	0.0	0.0	0.001
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.001	0.003	0.004	0.011	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.002	0.002	0.0	0.0	0.0	0.008	0.297	0.004
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.019	0.0	0.01	0.019	0.011	0.026	0.04	0.01	0.0	0.0	0.0	0.0	0.006	0.001	0.09	0.021	0.057	0.034	0.0	0.0	0.018	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.004	0.0	0.0	0.036	0.007	0.066	0.038	0.44	0.0	0.0	0.39	0.0	0.009	0.01	0.088	0.031	0.277	0.008	0.002	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0	0.0	0.0	0.018	0.009	0.025	0.037	0.056	0.0	0.0	0.0	0.003	0.012	0.002	0.08	0.013	0.005	0.005	0.012	0.044	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.0	0.003	0.077	0.019	0.0	0.029	0.0	0.015	0.0	0.0	0.0	0.008	0.001	0.0	0.096	0.033	0.027	0.055	0.0	0.0	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.002	0.024	0.0	0.282	0.034	0.126	0.097	0.083	0.0	0.0	0.0	0.008	0.011	0.007	0.285	0.057	0.806	0.0	0.001	0.013	0.118	0.001
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS012CCE326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.004	0.0	0.0	0.036	0.007	0.066	0.038	0.44	0.0	0.0	0.39	0.0	0.009	0.01	0.088	0.031	0.277	0.008	0.002	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.004	0.0	0.0	0.036	0.007	0.066	0.038	0.44	0.0	0.0	0.39	0.0	0.009	0.01	0.088	0.031	0.277	0.008	0.002	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0	0.003	0.077	0.019	0.0	0.029	0.0	0.015	0.0	0.0	0.0	0.008	0.001	0.0	0.096	0.033	0.027	0.055	0.0	0.0	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.002	0.024	0.0	0.282	0.034	0.126	0.097	0.083	0.0	0.0	0.0	0.008	0.011	0.007	0.285	0.057	0.806	0.0	0.001	0.013	0.118	0.001
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0DF162C10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0	0.003	0.077	0.019	0.0	0.029	0.0	0.015	0.0	0.0	0.0	0.008	0.001	0.0	0.096	0.033	0.027	0.055	0.0	0.0	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09F973C1A	0.002	0.024	0.0	0.282	0.034	0.126	0.097	0.083	0.0	0.0	0.0	0.008	0.011	0.007	0.285	0.057	0.806	0.0	0.001	0.013	0.118	0.001
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS02B285B4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VGF	O15240	False	VGF_HUMAN		CPI-SS04C396C5D	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.003	0.0	0.019	0.0	0.002	0.002	0.0	0.0
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.013	0.0	0.0	0.001	0.0	0.024	0.0	0.014	0.0	0.0	0.0	0.0	0.002	0.0	0.032	0.012	0.02	0.0	0.0	0.002	0.0	0.001
GPR37L1	O60883	False	ETBR2_HUMAN		CPI-SS082900482	0.002	0.006	0.0	0.036	0.005	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.025	0.006	0.023	0.003	0.0	0.001	0.0	0.004
GRIN2D	O15399	False	NMDE4_HUMAN		CPI-SS0A915097A	0.0	0.0	0.0	0.001	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.004	0.014	0.0	0.006	0.0	0.002	0.0	0.0	0.001	0.0	0.0
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0D529E576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.079	0.004	0.243	0.004	0.005	0.002	0.0	0.0	0.215	0.0	0.0	0.026	0.001	0.073	0.007	0.003	0.006	0.336	0.006	0.037	0.0	0.008
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.079	0.004	0.243	0.004	0.005	0.002	0.0	0.0	0.215	0.0	0.0	0.026	0.001	0.073	0.007	0.003	0.006	0.336	0.006	0.037	0.0	0.008
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS04861AD1A	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS055B305F1	0.01	0.018	0.005	0.023	0.017	0.055	0.134	0.01	0.0	0.0	0.0	0.008	0.011	0.071	0.161	0.048	0.606	0.035	0.008	0.005	0.02	0.009
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS0A2949959	0.828	0.057	0.739	0.078	0.076	0.141	0.047	0.116	0.0	0.187	0.0	0.197	0.156	0.627	0.095	0.056	0.039	0.796	0.038	0.163	0.198	0.166
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0A2D7895C	0.01	0.018	0.005	0.023	0.017	0.055	0.134	0.01	0.0	0.0	0.0	0.008	0.011	0.071	0.161	0.048	0.606	0.035	0.008	0.005	0.02	0.009
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0322747C2	0.0	0.128	0.027	0.185	0.11	0.902	0.718	0.187	0.343	0.0	0.388	0.014	0.041	0.01	2.086	1.163	1.697	0.012	0.012	0.02	0.004	0.008
CEACAM8	P31997	False	CEAM8_HUMAN		CPI-SS08C411721	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS001BF66E8	0.0	0.09	0.0	0.108	0.053	0.54	0.538	0.09	0.0	0.0	0.0	0.031	0.095	0.013	1.191	0.462	1.197	0.0	0.028	0.005	0.0	0.009
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0CCDBBBC0	0.01	0.018	0.005	0.023	0.017	0.055	0.134	0.01	0.0	0.0	0.0	0.008	0.011	0.071	0.161	0.048	0.606	0.035	0.008	0.005	0.02	0.009
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.006	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
PTGER3	P43115	False	PE2R3_HUMAN		CPI-SS043E0F61D	0.016	0.0	0.0	0.0	0.005	0.0	0.0	0.628	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.008	0.0	0.0	0.0	0.0	0.0
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.002	0.0	0.0	0.005	0.003	0.059	0.023	0.022
ACE2	Q9BYF1	False	ACE2_HUMAN		CPI-SS085C150CE	0.0	0.027	0.001	0.032	0.006	0.02	0.053	0.008	0.0	0.0	0.0	0.0	0.002	0.001	0.046	0.015	0.03	0.0	0.0	0.0	0.0	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.217	0.027	0.181	0.031	0.027	0.015	0.0	0.005	0.215	0.0	0.534	0.121	0.101	0.011	0.011	0.005	0.0	0.259	0.275	0.141	0.056	0.221
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.008	0.0	0.002	0.0	0.006	0.083	0.076	0.003
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.217	0.027	0.181	0.031	0.027	0.015	0.0	0.005	0.215	0.0	0.534	0.121	0.101	0.011	0.011	0.005	0.0	0.259	0.275	0.141	0.056	0.221
GNRH1	P01148	False	GON1_HUMAN		CPI-SS0D9EFC4F7	0.013	0.005	0.021	0.001	0.004	0.006	0.021	0.016	0.0	0.0	0.0	0.0	0.016	0.002	0.016	0.0	0.004	0.025	0.0	0.002	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS08A819670	0.255	0.0	0.073	0.002	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.014	0.021	0.001	0.0	0.0	0.002	0.098	0.002	0.008	0.0	0.013
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.004	0.06	0.011	0.051	0.038	0.151	0.249	0.094	0.0	0.158	0.0	0.004	0.023	0.304	0.49	0.119	0.708	0.026	0.005	0.439	0.0	0.042
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.004	0.06	0.011	0.051	0.038	0.151	0.249	0.094	0.0	0.158	0.0	0.004	0.023	0.304	0.49	0.119	0.708	0.026	0.005	0.439	0.0	0.042
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C694CB44	0.004	0.06	0.011	0.051	0.038	0.151	0.249	0.094	0.0	0.158	0.0	0.004	0.023	0.304	0.49	0.119	0.708	0.026	0.005	0.439	0.0	0.042
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.003	0.012	0.019	0.46	0.092	0.28	0.025	0.091	0.0	0.0	0.0	0.004	0.007	0.001	0.166	0.038	0.019	0.021	0.003	0.001	0.059	0.002
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.258	0.027	0.098	0.014	0.019	0.003	0.016	0.0	0.286	0.168	0.0	0.01	0.051	0.582	0.007	0.005	0.003	0.089	0.074	0.324	0.0	0.086
FZD7	O75084	False	FZD7_HUMAN		CPI-SS070C51D94	0.0	0.0	0.002	0.004	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.038	0.0	0.0	0.002	0.0	0.001
LRP5	O75197	False	LRP5_HUMAN		CPI-SS0A4EE6FE1	0.009	0.031	0.002	0.141	0.019	0.154	0.02	0.219	0.0	0.0	0.0	0.003	0.009	0.002	0.181	0.041	0.016	0.0	0.0	0.013	0.065	0.001
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.005	0.0	0.002	0.129	0.019	0.083	0.045	0.39	0.0	0.0	0.0	0.002	0.004	0.001	0.142	0.051	0.018	0.005	0.008	0.001	0.074	0.005
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.0	0.136	0.018	0.151	0.04	0.069	0.0	0.0	0.0	0.001	0.024	0.001	0.188	0.048	0.023	0.0	0.0	0.002	0.0	0.004
GRN	P28799	False	GRN_HUMAN		CPI-SS0829B8FD2	0.72	0.087	0.041	0.246	0.181	0.626	0.446	0.544	0.0	1.245	0.614	0.082	0.404	0.282	1.29	0.615	0.423	0.047	0.863	1.198	0.58	0.524
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS00F979E99	0.828	0.057	0.739	0.078	0.076	0.141	0.047	0.116	0.0	0.187	0.0	0.197	0.156	0.627	0.095	0.056	0.039	0.796	0.038	0.163	0.198	0.166
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.542	0.104	0.319	0.503	0.151	0.453	0.115	0.375	0.0	0.144	0.612	0.079	0.177	0.157	0.587	0.183	0.155	0.337	0.074	0.285	0.482	0.095
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.474	0.433	0.21	0.203	0.201	0.374	0.273	0.337	0.0	1.191	0.572	0.197	0.201	4.229	0.876	0.302	0.578	0.304	0.195	1.42	0.148	0.283
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.0	0.057	0.014	0.538	0.241	1.185	0.744	0.198	0.0	0.223	0.0	0.024	0.101	0.024	1.297	0.637	0.078	0.007	0.16	0.069	0.144	0.051
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.001	0.0	0.006	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.001	0.004	0.0	0.008	0.0	0.001
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.0	0.0	0.002	0.002	0.014	0.0	0.036	0.0	0.0	0.0	0.0	0.006	0.08	0.006	0.0	0.003	0.005	0.0	0.138	0.026	0.0	0.013
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.01	0.0	0.099	0.02	0.09	0.091	0.021	0.0	0.0	0.0	0.002	0.022	0.003	0.17	0.029	0.006	0.0	0.004	0.018	0.0	0.006
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.01	0.0	0.013	0.017	0.0	0.005	0.0	0.014	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.018	0.007
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.01	0.0	0.013	0.017	0.0	0.005	0.0	0.014	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.018	0.007
KNG1	P01042	False	KNG1_HUMAN		CPI-SS075D9B9AD	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CGA	P01215	False	GLHA_HUMAN		CPI-SS033180726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHB	P01229	False	LSHB_HUMAN		CPI-SS0DEF5D0CE	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0
GH1	P01241	False	SOMA_HUMAN		CPI-SS0A606E2DA	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH1	P01241	False	SOMA_HUMAN		CPI-SS0ACD3CCEE	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TG	P01266	False	THYG_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.0	0.002	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.009	0.0	0.0	0.0	0.0
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS012B216F6	0.0	0.0	0.002	0.006	0.007	0.011	0.016	0.0	0.0	0.0	0.861	0.0	0.0	0.0	0.007	0.005	0.022	0.0	0.0	0.006	0.0	0.0
PTHLH	P12272	False	PTHR_HUMAN		CPI-SS0483CE4ED	0.0	0.0	0.002	0.006	0.007	0.011	0.016	0.0	0.0	0.0	0.861	0.0	0.0	0.0	0.007	0.005	0.022	0.0	0.0	0.006	0.0	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.018	0.059	0.041	0.036	0.067	0.0	0.092	0.03	0.323	1.318	0.0	0.029	0.056	1.839	0.005	0.086	0.014	0.032	0.087	1.373	0.0	0.19
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C1F25516	0.039	0.051	1.819	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.296	0.107	0.004	0.001	0.01	0.007	0.596	0.035	0.005	0.0	0.034
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.073	2.691	1.14	3.135	2.611	3.002	3.272	0.741	1.368	1.012	0.0	1.175	1.279	0.288	2.989	2.427	3.693	0.743	0.799	1.17	0.083	0.755
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	0.073	2.691	1.14	3.135	2.611	3.002	3.272	0.741	1.368	1.012	0.0	1.175	1.279	0.288	2.989	2.427	3.693	0.743	0.799	1.17	0.083	0.755
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.073	2.691	1.14	3.135	2.611	3.002	3.272	0.741	1.368	1.012	0.0	1.175	1.279	0.288	2.989	2.427	3.693	0.743	0.799	1.17	0.083	0.755
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.104	0.038	0.014	0.657	0.15	0.455	0.201	0.379	0.0	0.326	0.75	0.002	0.087	0.018	0.787	0.341	0.726	0.018	0.019	0.158	0.757	0.039
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.029	0.239	0.004	2.735	1.521	0.983	3.173	0.313	0.0	0.076	0.323	0.048	0.162	0.016	1.293	1.144	0.841	0.008	0.035	0.079	0.0	0.004
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.007	0.157	0.0	0.005	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SS066FBE098	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	0.184	0.0	0.071	0.011	0.0	0.001	0.024	0.004	0.0	0.0	0.0	0.013	0.009	0.0	0.006	0.003	0.134	0.058	0.005	0.038	0.054	0.022
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	0.474	0.433	0.21	0.203	0.201	0.374	0.273	0.337	0.0	1.191	0.572	0.197	0.201	4.229	0.876	0.302	0.578	0.304	0.195	1.42	0.148	0.283
IL13	P35225	False	IL13_HUMAN		CPI-SS0073098F3	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.184	0.0	0.071	0.011	0.0	0.001	0.024	0.004	0.0	0.0	0.0	0.013	0.009	0.0	0.006	0.003	0.134	0.058	0.005	0.038	0.054	0.022
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.07	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.001	0.002	0.013	0.0	0.002	0.076	0.0	0.008
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	0.054	0.105	2.829	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	1.272	0.312	0.021	0.001	0.026	0.008	2.493	0.179	0.004	0.091	0.086
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	0.0	0.128	0.027	0.185	0.11	0.902	0.718	0.187	0.343	0.0	0.388	0.014	0.041	0.01	2.086	1.163	1.697	0.012	0.012	0.02	0.004	0.008
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	0.0	0.128	0.027	0.185	0.11	0.902	0.718	0.187	0.343	0.0	0.388	0.014	0.041	0.01	2.086	1.163	1.697	0.012	0.012	0.02	0.004	0.008
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.002	0.012	0.002	0.437	0.06	0.003	0.0	0.007	0.0	0.0	0.131	0.001	0.0	0.002	0.001	0.009	0.008	0.0	0.014	0.017	0.0	0.003
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.002	0.012	0.002	0.437	0.06	0.003	0.0	0.007	0.0	0.0	0.131	0.001	0.0	0.002	0.001	0.009	0.008	0.0	0.014	0.017	0.0	0.003
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.013	0.0	0.002	0.002	0.013	0.0	0.0	0.0	0.0	0.113	0.0	0.015	0.049	0.005	0.0	0.003	0.004	0.007	0.194	0.317	0.036	0.111
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS05BE83BC6	0.013	0.0	0.002	0.002	0.013	0.0	0.0	0.0	0.0	0.113	0.0	0.015	0.049	0.005	0.0	0.003	0.004	0.007	0.194	0.317	0.036	0.111
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.013	0.0	0.002	0.002	0.013	0.0	0.0	0.0	0.0	0.113	0.0	0.015	0.049	0.005	0.0	0.003	0.004	0.007	0.194	0.317	0.036	0.111
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	1.884	0.102	2.732	0.009	0.109	0.0	0.0	0.001	0.36	1.207	0.709	0.316	0.427	2.45	0.004	0.039	0.006	2.49	0.399	1.311	0.605	0.543
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	1.884	0.102	2.732	0.009	0.109	0.0	0.0	0.001	0.36	1.207	0.709	0.316	0.427	2.45	0.004	0.039	0.006	2.49	0.399	1.311	0.605	0.543
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.0	0.022	0.002	0.246	0.054	0.307	0.198	0.526	0.0	0.0	0.0	0.013	0.018	0.006	0.491	0.163	0.128	0.0	0.006	0.034	0.045	0.009
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.846	0.063	1.528	0.002	0.05	0.0	0.051	0.02	0.521	0.746	0.0	0.783	0.364	0.294	0.0	0.013	0.01	1.339	0.296	0.858	0.498	0.694
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.001	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0	0.017
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.166	0.02	0.008	0.01	0.01	0.019	0.01	0.027	0.602	0.0	0.0	0.006	0.063	0.273	0.021	0.009	0.009	0.023	0.102	0.207	0.097	0.118
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	0.0	0.0	0.0	0.011	0.004	0.037	0.058	0.011	0.0	0.0	0.0	0.001	0.0	0.003	0.057	0.018	0.011	0.0	0.002	0.01	0.0	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.0	0.018	0.005	0.009	0.005	0.224	0.0	0.95	1.683	0.0	0.0	0.0	0.004	0.0	0.18	0.052	0.006	0.039	0.001	0.001	0.0	0.016
