gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.047	0.0	0.031	0.016	0.093	0.003	0.039	0.0	0.127	0.728	0.0	0.0	0.066	1.106	0.015	0.076	0.033	0.069	0.197	1.651	0.061	0.241
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C1F25516	0.0	0.0	1.651	0.001	0.007	0.0	0.019	0.0	0.0	0.0	0.0	0.185	0.266	0.001	0.003	0.009	0.003	0.096	0.0	0.003	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.061	2.132	1.131	2.945	2.69	2.574	3.647	0.518	1.869	1.038	1.743	0.897	1.156	0.152	2.599	2.481	3.541	0.765	0.958	1.213	0.16	0.293
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	0.061	2.132	1.131	2.945	2.69	2.574	3.647	0.518	1.869	1.038	1.743	0.897	1.156	0.152	2.599	2.481	3.541	0.765	0.958	1.213	0.16	0.293
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.061	2.132	1.131	2.945	2.69	2.574	3.647	0.518	1.869	1.038	1.743	0.897	1.156	0.152	2.599	2.481	3.541	0.765	0.958	1.213	0.16	0.293
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.117	0.156	0.031	0.569	0.235	0.682	0.2	0.419	0.0	0.036	0.785	0.027	0.081	0.035	0.732	0.367	0.354	0.093	0.033	0.254	0.111	0.052
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.053	0.862	0.018	2.519	2.215	0.555	2.706	0.098	0.502	0.069	0.0	0.346	0.453	0.012	0.949	1.028	0.505	0.071	0.275	0.083	0.019	0.099
CSF2	P04141	False	CSF2_HUMAN		CPI-SS092E57263	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.002	0.023	0.0	0.0	0.0	0.015
IL4	P05112	False	IL4_HUMAN		CPI-SS01AD399A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0186F8AED	0.025	0.0	0.011	0.007	0.008	0.004	0.0	0.0	0.0	0.0	0.239	0.0	0.002	0.003	0.004	0.006	0.117	0.023	0.001	0.016	0.0	0.011
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0BCCDFA7A	0.312	0.31	0.308	0.146	0.163	0.408	0.247	0.103	0.0	2.101	1.498	0.235	0.309	3.801	0.728	0.257	0.801	0.357	0.35	1.917	0.358	0.429
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.025	0.0	0.011	0.007	0.008	0.004	0.0	0.0	0.0	0.0	0.239	0.0	0.002	0.003	0.004	0.006	0.117	0.023	0.001	0.016	0.0	0.011
IL6	P05231	False	IL6_HUMAN		CPI-SS0DC2A6D35	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.013	0.003	0.004	0.002	0.0	0.0	0.012	0.159	0.0	0.032
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	0.002	0.046	2.726	0.002	0.01	0.0	0.017	0.0	0.0	0.0	0.0	1.108	0.586	0.006	0.0	0.012	0.003	2.357	0.012	0.004	0.07	0.017
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	0.02	0.002	0.027	0.129	0.109	1.097	0.689	0.002	0.0	0.0	0.0	0.018	0.177	0.001	1.307	0.864	1.611	0.011	0.029	0.007	0.0	0.014
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	0.02	0.002	0.027	0.129	0.109	1.097	0.689	0.002	0.0	0.0	0.0	0.018	0.177	0.001	1.307	0.864	1.611	0.011	0.029	0.007	0.0	0.014
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.0	0.0	0.002	0.441	0.08	0.0	0.0	0.0	0.052	0.0	0.197	0.0	0.001	0.003	0.001	0.0	0.003	0.0	0.0	0.02	0.0	0.003
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.002	0.441	0.08	0.0	0.0	0.0	0.052	0.0	0.197	0.0	0.001	0.003	0.001	0.0	0.003	0.0	0.0	0.02	0.0	0.003
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.0	0.001	0.008	0.0	0.016	0.0	0.0	0.207	0.0	0.0	0.037	0.003	0.001	0.013	0.004	0.013	0.239	0.42	0.0	0.094
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS05BE83BC6	0.0	0.0	0.0	0.001	0.008	0.0	0.016	0.0	0.0	0.207	0.0	0.0	0.037	0.003	0.001	0.013	0.004	0.013	0.239	0.42	0.0	0.094
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.0	0.0	0.0	0.001	0.008	0.0	0.016	0.0	0.0	0.207	0.0	0.0	0.037	0.003	0.001	0.013	0.004	0.013	0.239	0.42	0.0	0.094
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	1.67	0.09	2.792	0.01	0.085	0.005	0.089	0.0	0.669	1.342	0.0	0.469	0.917	2.299	0.017	0.062	0.028	2.407	0.545	1.534	0.403	0.55
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	1.67	0.09	2.792	0.01	0.085	0.005	0.089	0.0	0.669	1.342	0.0	0.469	0.917	2.299	0.017	0.062	0.028	2.407	0.545	1.534	0.403	0.55
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.001	0.106	0.002	0.232	0.1	0.432	0.257	0.407	0.0	0.0	0.321	0.016	0.07	0.001	0.6	0.221	0.115	0.004	0.0	0.059	0.0	0.0
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	1.923	0.087	1.393	0.003	0.047	0.0	0.11	0.0	0.807	0.932	0.0	0.667	0.533	1.004	0.008	0.049	0.016	1.548	0.494	1.136	0.373	0.903
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.228	0.0	0.002	0.004	0.008	0.023	0.029	0.04	1.567	0.172	0.0	0.0	0.084	0.471	0.02	0.004	0.011	0.014	0.068	0.274	0.057	0.072
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	0.001	0.0	0.002	0.022	0.011	0.025	0.079	0.003	0.0	0.0	0.465	0.0	0.01	0.001	0.076	0.016	0.01	0.0	0.0	0.024	0.006	0.012
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.0	0.057	0.004	0.007	0.007	0.185	0.038	0.764	2.727	0.0	1.007	0.0	0.006	0.0	0.091	0.049	0.001	0.003	0.0	0.0	0.0	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.017	0.0	0.03	0.027	0.004	0.049	0.0	0.014	0.076	0.0	0.092	0.0	0.033	0.009	0.003	0.007	0.001	0.048	0.027	0.014	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.086	0.0	0.0	0.0	0.001	0.461	0.0	0.003	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.002	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.002	0.0	0.431	0.003	0.0	0.0	0.001
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.086	0.0	0.0	0.0	0.001	0.461	0.0	0.003	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.002	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.002	0.0	0.431	0.003	0.0	0.0	0.001
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.511	0.517	2.478	1.221	0.725	1.073	1.38	1.925	2.24	2.307	1.53	0.657	1.126	2.69	1.459	0.836	1.32	2.336	1.327	1.742	1.334	0.903
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.511	0.517	2.478	1.221	0.725	1.073	1.38	1.925	2.24	2.307	1.53	0.657	1.126	2.69	1.459	0.836	1.32	2.336	1.327	1.742	1.334	0.903
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	2.511	0.517	2.478	1.221	0.725	1.073	1.38	1.925	2.24	2.307	1.53	0.657	1.126	2.69	1.459	0.836	1.32	2.336	1.327	1.742	1.334	0.903
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.673	0.0	0.181	0.0	0.021	0.007	0.0	0.0	0.0	0.606	0.0	0.037	0.273	0.67	0.027	0.02	0.002	0.526	0.022	0.162	0.133	0.104
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.002	0.002	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.032	0.009	0.0	0.002	0.0	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.673	0.0	0.181	0.0	0.021	0.007	0.0	0.0	0.0	0.606	0.0	0.037	0.273	0.67	0.027	0.02	0.002	0.526	0.022	0.162	0.133	0.104
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.0	0.002	0.002	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.032	0.009	0.0	0.002	0.0	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.769	0.214	1.477	0.848	0.282	0.409	0.246	0.405	1.278	0.381	1.173	0.292	0.64	0.014	0.451	0.18	0.393	1.095	0.346	0.828	0.432	0.294
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS0A1864A37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.002	0.0	0.006	0.016	0.0	0.061	0.0	0.01	0.0	0.0	0.062	0.0	0.0	0.0	0.009	0.0	0.003	0.01	0.0	0.0	0.0	0.0
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS05F0AFA81	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.023	0.048	0.95	0.003	0.004	0.002	0.0	0.0	0.626	0.101	0.0	0.095	0.23	0.006	0.004	0.003	0.004	0.657	0.068	0.066	0.182	0.031
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.0	0.014	0.008	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.004	0.004	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS03A3EE72E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0F972435E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.0	0.0	0.0	0.006	0.0	0.0	0.019	0.0	0.0	0.0	0.26	0.0	0.0	0.001	0.012	0.0	0.003	0.0	0.0	0.0	0.0	0.0
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	0.0	0.0	0.0	0.002	0.007	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.035	0.035	0.119	0.0	0.0	0.004	0.0	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.059	0.034	0.025	0.358	0.103	0.053	0.006	0.074	0.0	0.364	0.0	0.017	0.024	1.294	0.03	0.028	0.019	0.053	0.147	1.234	0.0	0.077
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.007	0.0	0.026	0.004	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.019	0.009	0.0	0.003	0.0	0.0	0.02	0.0	0.0	0.0	0.01
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS05E63FBEC	0.004	0.069	0.004	0.0	0.006	0.001	0.0	0.0	0.0	0.01	0.0	0.0	0.014	0.46	0.0	0.005	0.0	0.015	0.009	0.007	0.0	0.01
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.011	0.07	0.009	0.001	0.012	0.002	0.018	0.0	0.0	0.021	0.0	0.0	0.014	0.774	0.0	0.007	0.0	0.022	0.0	0.023	0.0	0.0
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0C7012011	0.004	0.069	0.004	0.0	0.006	0.001	0.0	0.0	0.0	0.01	0.0	0.0	0.014	0.46	0.0	0.005	0.0	0.015	0.009	0.007	0.0	0.01
CXCR1	P25024	False	CXCR1_HUMAN		CPI-SS0288E42FB	0.004	0.069	0.004	0.0	0.006	0.001	0.0	0.0	0.0	0.01	0.0	0.0	0.014	0.46	0.0	0.005	0.0	0.015	0.009	0.007	0.0	0.01
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	0.011	0.07	0.009	0.001	0.012	0.002	0.018	0.0	0.0	0.021	0.0	0.0	0.014	0.774	0.0	0.007	0.0	0.022	0.0	0.023	0.0	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.288	0.0	0.0	0.019	0.004	0.0	0.005	0.0	0.0	0.192	0.324	0.0	0.083
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.035	0.0	0.044	0.001	0.024	0.0	0.0	0.0	0.0	0.374	0.0	0.0	0.018	1.035	0.002	0.017	0.0	0.027	0.011	0.422	0.1	0.026
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	0.086	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.006	0.0	0.003	0.059	0.014	0.056	0.0	0.03	0.062	0.0	0.0	0.0	0.002	0.0	0.024	0.005	0.006	0.002	0.0	0.001	0.017	0.0
ACVR2A	P27037	False	AVR2A_HUMAN		CPI-SS099C401F7	0.011	0.052	0.02	0.123	0.023	0.199	0.052	0.048	0.0	0.01	0.0	0.016	0.01	0.0	0.172	0.042	0.052	0.05	0.013	0.079	0.007	0.002
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.026	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.048	0.0	0.549	0.007	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.061	0.002	0.0	0.0	0.002	0.677	0.015	0.0	0.032	0.004
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.0	0.002	0.0	0.006	0.002	0.026	0.0	0.0	0.0	0.101	0.0	0.0	0.008	0.001	0.006	0.005	0.0	0.0	0.138	0.022	0.0	0.06
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.052	0.0	0.011	0.06	0.012	0.041	0.054	0.019	0.0	0.206	0.0	0.0	0.018	0.02	0.083	0.016	0.019	0.017	0.02	0.05	0.0	0.029
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.002	0.0	0.006	0.002	0.026	0.0	0.0	0.0	0.101	0.0	0.0	0.008	0.001	0.006	0.005	0.0	0.0	0.138	0.022	0.0	0.06
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.003	0.0	0.0	0.002	0.0	0.03	0.0	0.0	0.0	0.0	0.256	0.0	0.028	0.001	0.017	0.008	0.007	0.0	0.0	0.004	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.005	0.0	0.0	0.038	0.028	0.013	0.018	0.021	0.0	0.0	0.0	0.0	0.005	0.004	0.001	0.007	0.048	0.0	0.03	0.184	0.016	0.011
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.007	0.0	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.006	0.0	0.029	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	2.731	0.047	2.293	0.018	0.09	0.0	0.071	0.0	1.381	0.591	0.0	1.837	1.221	0.023	0.009	0.05	0.019	2.169	0.241	1.016	0.178	1.267
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.004	0.0	0.004	0.006	0.003	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.008	0.001	0.004	0.003	0.0	0.0	0.0	0.0	0.008	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.113	0.076	0.154	0.26	0.067	0.221	0.057	0.234	0.206	0.01	0.323	0.029	0.057	0.014	0.327	0.065	0.045	0.183	0.002	0.07	0.093	0.035
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.0	0.0	0.0	0.001	0.003	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.034	0.0	0.0	0.0	0.0	0.006	0.0	0.0
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.057	0.026
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.003	0.0	0.025	0.226	0.043	0.293	0.086	0.125	0.0	0.11	0.0	0.016	0.033	0.146	0.386	0.109	0.129	0.017	0.11	0.244	0.0	0.043
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.001	0.0	0.0	0.0	0.0	0.008	0.0	0.0
GPR1	P46091	False	GPR1_HUMAN		CPI-SS04CD88411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMKLR1	Q99788	False	CML1_HUMAN		CPI-SS07D56EB05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.434	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.035	0.142	0.009	0.006
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0B6643F31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.014
XCR1	P46094	False	XCR1_HUMAN		CPI-SS052D34F0B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.014
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0BDA7A63E	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPBWR1	P48145	False	NPBW1_HUMAN		CPI-SS0D5E1C3D2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.005	0.083	0.001	0.14	0.086	0.208	0.131	0.0	0.0	0.0	0.0	0.0	0.098	0.002	0.093	0.072	0.139	0.0	0.0	0.003	0.0	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.0	0.0	0.012	0.001	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.008	0.009	0.0	0.0	0.0	0.0	0.048	0.033	0.0	0.022
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.005	0.0	0.0	0.0	0.124	0.0	0.001	0.0	0.0
INHBE	P58166	False	INHBE_HUMAN		CPI-SS09CCC0451	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.002	0.089	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS036437279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS062307CFE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG1	Q02413	False	DSG1_HUMAN		CPI-SS09000F32A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.002	0.0	0.01	0.298	0.1	0.72	0.229	0.457	0.0	0.098	0.062	0.018	0.109	0.003	0.511	0.185	0.057	0.002	0.045	0.003	0.023	0.023
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.003	0.0	0.004	0.006	0.012	0.001	0.059	0.103	0.0	0.164	0.0	0.0	0.019	0.197	0.03	0.006	0.066	0.01	0.017	0.071	0.0	0.003
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS08B94BEB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	0.799	0.098	0.723	0.664	0.198	0.761	0.689	0.319	0.411	0.81	0.573	0.141	0.477	0.145	0.647	0.222	0.128	0.773	0.191	0.772	0.355	0.159
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.0	0.0	0.003	0.024	0.011	0.186	0.041	0.025	0.0	0.0	0.484	0.0	0.027	0.0	0.115	0.015	0.011	0.0	0.0	0.0	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.664	0.0	0.665	0.107	0.014	0.005	0.018	0.064	0.322	0.0	0.0	0.317	0.228	0.062	0.0	0.003	0.006	0.695	0.051	0.123	0.232	0.197
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.001	0.045	0.0	0.005	0.009	0.077	0.014	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.099	0.044	0.054	0.0	0.0	0.002	0.0	0.002
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.019	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.001	0.0	0.0	0.038	0.0	0.0	0.0	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.089	0.0	0.126	0.022	0.014	0.006	0.016	0.0	0.426	0.695	0.0	0.007	0.022	0.126	0.008	0.005	0.002	0.118	0.273	0.695	0.121	0.073
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.01	0.0	0.0	0.003	0.0	0.0
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.006	0.921	0.02	1.007	0.627	1.794	1.388	0.1	0.0	0.0	0.0	0.136	0.674	0.006	2.538	1.92	1.048	0.017	0.053	0.018	0.014	0.068
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.246	0.209	1.364	0.068	0.118	0.2	0.457	0.059	0.729	0.992	0.258	0.603	0.437	1.252	0.465	0.237	0.1	0.691	0.374	0.465	0.309	0.153
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.0	0.003	0.1	0.013	0.011	0.0	0.009	0.0	0.0	0.074	0.0	0.003	0.0	0.024	0.004	0.002	0.003	0.0	0.001	0.0	0.0
