gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	IRC	Ionocyte	MC	MoMa	NKT	NKT-p	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.0	0.0	0.042	0.039	0.014	0.0	0.0	0.427	0.126	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.273	0.601	2.557	1.504	0.602	1.138	1.534	1.842	0.906	1.506	0.906	1.565	1.16	1.528	2.052	0.0	1.554	0.569	0.623
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.273	0.601	2.557	1.504	0.602	1.138	1.534	1.842	0.906	1.506	0.906	1.565	1.16	1.528	2.052	0.0	1.554	0.569	0.623
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	2.273	0.601	2.557	1.504	0.602	1.138	1.534	1.842	0.906	1.506	0.906	1.565	1.16	1.528	2.052	0.0	1.554	0.569	0.623
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.125	0.038	0.0	0.003	0.0	0.033	0.0	0.0	0.158	0.0	0.0	0.056	0.015	0.009	0.0	0.0	0.329	0.0	0.095
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.016	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.01	0.0	0.0	0.0	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS086A1C18B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.014	0.001	0.0	0.0	0.0	0.0	0.0
SELE	P16581	False	LYAM2_HUMAN		CPI-SS04F90EE0D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.014	0.001	0.0	0.0	0.0	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	1.086	0.225	0.946	0.655	0.241	0.218	0.349	1.537	0.248	0.0	0.549	0.416	0.267	0.404	0.938	2.98	0.476	0.361	0.015
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	0.0	0.003	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS06B94F144	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0273C9AED	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.003	0.0	0.0	0.0	0.0	0.0
PMCH	P20382	False	MCH_HUMAN		CPI-SS0362EFFDE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.015	0.0	0.0	0.0	0.0	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.0	0.056	0.0	0.353	0.04	0.0	0.035	0.0	0.0	0.0	0.0	0.046	0.009	0.002	0.0	0.0	0.837	0.0	0.0
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.0	0.006	0.026	0.004	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.026	0.0	0.016
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS087BD262F	0.0	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.054	0.0	0.015
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C7915758	0.0	0.015	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.001	0.0	0.0	0.054	0.0	0.015
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.295
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239	0.0	0.0
GUCY2C	P25092	False	GUC2C_HUMAN		CPI-SS0231B999D	0.043	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MST1	P26927	False	HGFL_HUMAN		CPI-SS03EACE0E0	0.0	0.0	0.0	0.065	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.006	0.007	0.0	0.0	0.0	0.0	0.0
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.013	0.648	0.023	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.41	0.0	0.0	0.0	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0D0252D87	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.158	0.0	0.008	0.038	0.0	0.0	0.0	0.0	0.068	0.0	0.029
IL15	P40933	False	IL15_HUMAN		CPI-SS077B160B9	0.0	0.022	0.0	0.078	0.019	0.0	0.272	0.0	0.0	0.0	0.0	0.081	0.022	0.013	0.0	0.0	0.08	0.0	0.067
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.017	0.0	0.002	0.0	0.0	0.0	0.0	0.158	0.0	0.008	0.038	0.0	0.0	0.0	0.0	0.068	0.0	0.029
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.0	0.0	0.0	0.007	0.0	0.025	0.0	0.0	0.0	0.0	0.08	0.021	0.0	0.013	0.0	0.0	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.014	0.0	0.107	0.021	0.031	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.084	0.0	0.0	0.083	0.0	0.029
NTSR1	P30989	False	NTR1_HUMAN		CPI-SS083319328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	2.858	0.0	2.462	0.002	0.014	0.0	0.0	0.676	1.93	3.461	0.0	0.003	0.0	0.0	2.432	0.0	1.279	0.998	0.538
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS0E5593D5C	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.042	0.0	0.052	0.0	0.0
RYK	P34925	False	RYK_HUMAN		CPI-SS0A91954A0	0.091	0.113	0.206	0.273	0.038	0.091	0.358	0.0	0.0	0.0	0.109	0.35	0.091	0.075	0.07	0.0	0.034	0.0	0.026
CHRNA7	P36544	False	ACHA7_HUMAN		CPI-SS08833E2DA	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.003	0.0	0.0	0.0	0.0	0.0
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.081
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.103	0.113	0.0	0.272	0.024	0.0	0.055	0.0	0.126	0.0	0.195	0.444	0.119	0.158	0.0	0.0	0.247	0.0	0.029
NMU	P48645	False	NMU_HUMAN		CPI-SS07B3139A0	0.0	0.062	0.034	0.193	0.038	0.057	0.0	0.0	0.0	0.0	0.361	0.11	0.094	0.371	0.0	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.062	0.034	0.193	0.038	0.057	0.0	0.0	0.0	0.0	0.361	0.11	0.094	0.371	0.0	0.0	0.0	0.0	0.0
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS032E9A219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.166	0.361	0.148
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EF1A7415	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.0	0.17	0.0	0.356	0.113	0.29	1.216	0.0	0.0	0.0	0.031	0.586	0.165	0.102	0.0	0.0	0.0	0.0	0.262
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.0	0.006	0.0	0.014	0.0	0.064	0.227	0.0	0.0	0.0	0.0	0.068	0.009	0.226	0.0	0.0	0.14	0.0	0.091
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	0.911	0.056	0.847	0.638	0.09	0.651	0.209	0.9	0.284	0.0	0.008	0.544	0.121	0.195	0.627	0.0	0.288	0.0	0.0
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.0	0.14	0.0	0.013	0.0	0.0	0.02	0.0	0.0	0.0	0.241	0.297	0.065	0.023	0.0	0.0	0.0	0.0	0.0
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.792	0.0	0.494	0.096	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.004	0.028	0.006	0.404	0.0	0.148	0.0	0.151
KISS1	Q15726	False	KISS1_HUMAN		CPI-SS0F856A80F	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.023	0.023	0.0	0.0	0.0	0.0	0.0
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.0	0.0	0.253	0.024	0.007	0.062	0.0	0.404	0.0	0.0	0.0	0.012	0.0	0.008	0.161	0.0	0.455	0.667	0.16
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.0	0.811	0.0	0.765	0.554	1.224	0.193	0.0	0.0	0.0	1.7	1.896	1.489	1.105	0.0	0.0	0.124	0.0	0.071
RXFP4	Q8TDU9	False	RL3R2_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.045	0.438	1.461	0.071	0.011	0.399	0.14	0.72	0.158	2.291	0.209	0.644	0.413	0.131	1.129	0.0	0.327	0.0	0.081
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.0	0.019	0.0	0.119	0.005	0.0	0.035	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.0	0.0	0.0	0.0	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.0	0.019	0.0	0.119	0.005	0.0	0.035	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.0	0.0	0.0	0.0	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.045	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.051	0.0	0.0	0.0	0.0	0.0
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0A7B487D4	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0FEC87269	0.0	0.0	0.036	0.004	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.003	0.0	0.076	0.0	0.0	0.0	0.0	0.098
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.036	0.004	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.003	0.0	0.076	0.0	0.0	0.0	0.0	0.098
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.036	0.004	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.003	0.0	0.076	0.0	0.0	0.0	0.0	0.098
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS044DF8749	0.0	0.009	0.0	0.045	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.035	0.0	0.01	0.0	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS072B19293	0.0	0.008	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0F8ABC300	0.0	0.008	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0E70DD97F	0.0	0.008	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.386	0.0	1.312	0.017	0.0	0.0	0.0	0.0	0.0	1.183	0.0	0.012	0.0	0.002	1.386	0.0	0.0	0.0	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.0	0.607	0.004	0.0	0.0	0.02	0.0	0.154	0.0	0.0	0.007	0.0	0.001	0.455	0.0	0.081	0.0	0.082
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.057	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.008	0.0	0.022	0.0	0.0	0.0	0.405	0.0	0.0	0.0	0.062	0.014	0.027	0.0	0.0	0.0	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0	0.14	0.007	0.0	0.0	0.0	0.588	0.0	0.0	0.0	0.002	0.0	0.0	0.136	0.0	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	1.51	0.436	0.654	0.019	0.047	0.447	0.212	2.313	1.412	0.0	0.555	0.827	0.205	0.102	0.908	0.0	2.006	0.0	0.244
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	1.51	0.436	0.654	0.019	0.047	0.447	0.212	2.313	1.412	0.0	0.555	0.827	0.205	0.102	0.908	0.0	2.006	0.0	0.244
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	1.51	0.436	0.654	0.019	0.047	0.447	0.212	2.313	1.412	0.0	0.555	0.827	0.205	0.102	0.908	0.0	2.006	0.0	0.244
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	1.51	0.436	0.654	0.019	0.047	0.447	0.212	2.313	1.412	0.0	0.555	0.827	0.205	0.102	0.908	0.0	2.006	0.0	0.244
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.039	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS044CF7EAE	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.039	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.039	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.039	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D95D41D6	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.039	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.0	0.026	0.0	0.011	0.0	0.024	0.0	0.0	0.0	0.0	0.039	0.134	0.01	0.001	0.0	0.0	0.029	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.0	0.026	0.0	0.011	0.0	0.024	0.0	0.0	0.0	0.0	0.039	0.134	0.01	0.001	0.0	0.0	0.029	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.0	0.026	0.0	0.011	0.0	0.024	0.0	0.0	0.0	0.0	0.039	0.134	0.01	0.001	0.0	0.0	0.029	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04640F9C3	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0348DB5E3	0.0	0.028	0.0	0.104	0.005	0.0	0.124	0.0	0.0	0.0	0.069	0.311	0.146	0.053	0.0	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.229	0.0	0.015	0.002	0.087	0.0	0.0	0.0	0.0	0.151	0.541	0.093	0.043	0.066	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.0	0.229	0.0	0.015	0.002	0.087	0.0	0.0	0.0	0.0	0.151	0.541	0.093	0.043	0.066	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.229	0.0	0.015	0.002	0.087	0.0	0.0	0.0	0.0	0.151	0.541	0.093	0.043	0.066	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.229	0.0	0.015	0.002	0.087	0.0	0.0	0.0	0.0	0.151	0.541	0.093	0.043	0.066	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	0.0	0.229	0.0	0.015	0.002	0.087	0.0	0.0	0.0	0.0	0.151	0.541	0.093	0.043	0.066	0.0	0.0	0.0	0.0
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.0	0.008	0.0	0.038	0.013	0.0	0.084	0.0	0.0	0.0	0.008	0.068	0.032	0.012	0.027	0.0	0.0	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.022	0.008	0.542	0.076	0.015	0.0	0.02	0.16	0.527	0.0	0.05	0.103	0.046	0.015	0.331	0.0	0.278	0.0	0.169
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.0	0.014	0.075	0.14	0.036	0.0	0.293	0.0	0.0	0.0	0.0	0.041	0.0	0.002	0.12	0.0	0.0	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0FB37E079	0.0	0.014	0.075	0.14	0.036	0.0	0.293	0.0	0.0	0.0	0.0	0.041	0.0	0.002	0.12	0.0	0.0	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.0	0.014	0.075	0.14	0.036	0.0	0.293	0.0	0.0	0.0	0.0	0.041	0.0	0.002	0.12	0.0	0.0	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	0.0	0.014	0.075	0.14	0.036	0.0	0.293	0.0	0.0	0.0	0.0	0.041	0.0	0.002	0.12	0.0	0.0	0.0	0.0
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.0	0.0	0.0	0.003	0.0	0.0	0.296	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0E2431C09	0.287	0.141	0.488	0.685	0.244	0.243	0.524	0.0	0.0	0.0	0.047	0.568	0.326	0.373	0.323	0.0	0.176	0.0	0.154
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS00FB3CB09	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.027	0.0	0.0	0.0	0.0
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0F3D40856	0.0	0.0	0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.027	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.768	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.021	0.0	0.045	0.0	0.333
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS02246DA17	0.0	0.0	0.0	0.01	0.0	0.117	0.0	0.0	0.0	0.0	0.105	0.051	0.044	0.004	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0F52745F3	0.0	0.0	0.0	0.01	0.0	0.117	0.0	0.0	0.0	0.0	0.105	0.051	0.044	0.004	0.0	0.0	0.0	0.0	0.0
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS0C17BB772	0.0	0.0	0.0	0.01	0.0	0.117	0.0	0.0	0.0	0.0	0.105	0.051	0.044	0.004	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS016EE0084	0.179	0.0	0.0	0.028	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.044	0.009	0.021	0.0	0.0	0.041	0.0	0.015
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.179	0.0	0.0	0.028	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.044	0.009	0.021	0.0	0.0	0.041	0.0	0.015
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS0F5B6B186	0.056	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.018	0.0	0.098
CNTF	P26441	False	CNTF_HUMAN		CPI-SS0D795AC00	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0B02DE712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.185	0.0	0.0
